id,text
2017,"A group of clams is called a bed."
2018,"A group of oysters is called a bed or colony."
2019,"A group of crabs is called a cast."
2020,"A group of shrimp is called a troupe."
2021,"A group of dolphins is called a pod."
2022,"A group of whales is called a pod or gam."
2023,"A group of seals is called a colony or pod."
2024,"A group of sea lions is called a colony."
2025,"A group of penguins is called a rookery or colony."
2026,"A group of puffins is called a colony or circus."
2027,"A group of eagles is called a convocation."
2028,"A group of hawks is called a kettle."
2029,"A group of falcons is called a cast."
2030,"A group of herons is called a siege."
2031,"A group of storks is called a muster."
2032,"A group of peacocks is called a muster."
2033,"A group of turkeys is called a rafter."
2034,"A group of pheasants is called a bouquet."
2035,"A group of parrots is called a pandemonium."
2036,"A group of swans is called a bevy or wedge."
2037,"A group of ducks is called a raft or paddling."
2038,"A group of pigeons is called a flock or kit."
2039,"A group of sparrows is called a host."
2040,"A group of starlings is called a murmuration."
2041,"Starling murmurations can contain millions of birds."
2042,"Various groups move as one fluid shape to confuse predators."
2043,"No bird leads a murmuration; it's self-organized."
2044,"Each bird follows its seven closest neighbors."
2045,"The creates beautiful, flowing aerial displays."
2046,"The word ""salary"" comes from the Latin word for salt."
2047,"Roman soldiers were sometimes paid in salt."
2048,"Salt was once more valuable than gold."
2049,"The word ""soldier"" also has roots related to salt."
2050,"The phrase ""worth his salt"" comes from this history."
2051,"Salt was used as currency in ancient Ethiopia."
2052,"Salt roads were major trade routes in ancient times."
2053,"The city of Salzburg means ""Salt Castle"" in German."
2054,"Salt can be used to preserve food because it draws out moisture."
2055,"Salt lowers the freezing point of water, which is why it's used on icy roads."
2056,"The human body contains about 250 grams of salt."
2057,"Too much salt raises blood pressure."
2058,"Too little salt can cause hyponatremia."
2059,"The ocean is salty because rivers carry dissolved minerals to it."
2060,"The Dead Sea is so salty nothing can live in it except bacteria."
2061,"Salt flats form when saltwater lakes evaporate."
2062,"The Bonneville Salt Flats in Utah are used for land speed records."
2063,"The world's largest salt flat is Salar de Uyuni in Bolivia."
2064,"It's so flat and reflective it's used to calibrate satellites."
2065,"it becomes the world's largest mirror. after rain."
2066,"Bolivia has over half the world's lithium reserves."
2067,"Lithium is used in batteries for phones and electric cars."
2068,"Electric cars produce zero direct emissions."
2069,"However, making their batteries does create emissions."
2070,"The lifetime emissions of an electric car are still lower than gas cars."
2071,"The first electric car was built in 1884."
2072,"Electric cars were actually more popular than gas cars in 1900."
2073,"The gas engine won out because of cheap oil."
2074,"Oil was discovered in Pennsylvania in 1859."
2075,"The first oil well was drilled by Edwin Drake."
2076,"Only 69 feet deep."
2077,"Today oil wells can be over 30,000 feet deep."
2078,"The deepest oil well ever drilled is in Russia at 40,230 feet."
2079,"Oil takes millions of years to form from organic matter."
2080,"Coal also takes millions of years to form."
2081,"Natural gas forms the same way."
2082,"Various are called fossil fuels."
2083,"Fossil fuels release carbon that was stored underground."
2084,"The reason they contribute to climate change."
2085,"The greenhouse effect keeps Earth warm."
2086,"Without it, Earth would be frozen."
2087,"Too much greenhouse effect causes global warming."
2088,"Carbon dioxide is the main greenhouse gas from humans."
2089,"Methane is a more potent but shorter-lived greenhouse gas."
2090,"Water vapor is actually the most abundant greenhouse gas."
2091,"The ozone layer protects us from UV radiation."
2092,"CFCs (from old refrigerants) damaged the ozone layer."
2093,"The Montreal Protocol banned CFCs."
2094,"The ozone layer is slowly recovering."
2095,"One of humanity's great environmental success stories."
2096,"Acid rain is caused by sulfur dioxide and nitrogen oxides."
2097,"The subject is that damages forests and aquatic ecosystems."
2098,"Clean air regulations have reduced acid rain significantly."
2099,"The Thames River in London was once biologically dead."
2100,"Clean water acts helped it recover."
2101,"The subject is that now has over 100 species of fish."
2102,"The Cuyahoga River in Ohio caught fire multiple times."
2103,"The subject is that helped spark the environmental movement."
2104,"The Clean Water Act was passed in 1972."
2105,"Bald eagles were nearly extinct from DDT."
2106,"DDT was banned and eagles recovered."
2107,"There are now thousands of bald eagles again."
2108,"The California condor nearly went extinct."
2109,"Captive breeding programs saved it."
2110,"There are now over 500 condors."
2111,"The Arabian oryx went extinct in the wild."
2112,"Captive breeding reintroduced it."
2113,"It's now off the endangered list."
2114,"The black-footed ferret was thought extinct."
2115,"A small population was found in Wyoming."
2116,"Captive breeding restored the wild population."
2117,"The whooping crane was down to 15 birds."
2118,"Conservation brought it back to over 800."
2119,"The humpback whale population has recovered significantly."
2120,"Blue whales are still endangered."
2121,"The International Whaling Commission banned commercial whaling."
2122,"Japan still hunts whales for ""scientific research""."
2123,"Whales are vital to ocean ecosystems."
2124,"In cases when whales die, they become ""whale falls"" that feed ocean ecosystems for decades."
2125,"The ocean absorbs about 30% of CO2 emissions."
2126,"The makes the ocean more acidic."
2127,"Ocean acidification affects shellfish and coral."
2128,"Seagrass meadows store carbon efficiently."
2129,"Mangrove forests are among the most productive ecosystems."
2130,"Kelp forests can grow over a foot per day."
2131,"Sea otters maintain kelp forests by eating urchins."
2132,"In cases when sea otters were hunted nearly to extinction, urchins overran kelp forests."
2133,"Sea otters were saved by the Marine Mammal Protection Act."
2134,"A keystone species has a disproportionate effect on its ecosystem."
2135,"Wolves are a keystone species in Yellowstone."
2136,"In cases when wolves were reintroduced, they changed rivers."
2137,"Deer avoided grazing near rivers, allowing vegetation to grow."
2138,"The stabilized riverbanks and changed water flow."
2139,"a trophic cascade."
2140,"Yellowstone National Park was the world's first national park."
2141,"It was established in 1872."
2142,"The subject is that covers parts of Wyoming, Montana, and Idaho."
2143,"It has more geysers than anywhere else on Earth."
2144,"Old Faithful erupts about every 90 minutes."
2145,"It's not as predictable as its name suggests."
2146,"Yellowstone sits on a supervolcano."
2147,"A full eruption would be catastrophic."
2148,"The last major eruption was 640,000 years ago."
2149,"The Yellowstone supervolcano is monitored constantly."
2150,"There's a smaller supervolcano under Lake Toba in Indonesia."
2151,"The subject is that erupted 74,000 years ago."
2152,"The subject is that may have nearly wiped out humanity."
2153,"The human population may have dropped to as few as 10,000."
2154,"the Toba catastrophe theory."
2155,"Volcanic winters can last years."
2156,"The 1815 eruption of Mount Tambora caused ""the year without a summer."""
2157,"Snow fell in New England in June."
2158,"Crops failed across the Northern Hemisphere."
2159,"The famine killed tens of thousands."
2160,"Mary Shelley wrote Frankenstein during this dark summer."
2161,"Byron proposed they each write a ghost story."
2162,"Shelley's became one of the most famous novels."
2163,"Frankenstein was published in 1818."
2164,"It's considered the first science fiction novel."
2165,"Jules Verne also pioneered science fiction."
2166,"H.G. Wells predicted the atomic bomb and genetic engineering."
2167,"Isaac Asimov coined the term ""robotics""."
2168,"The first programmable robot was made in 1954."
2169,"The term ""robot"" comes from a Czech word meaning ""forced labor."""
2170,"It was first used in a 1920 play."
2171,"The first industrial robot was used by General Motors in 1961."
2172,"It was called Unimate."
2173,"The subject is that handled hot die castings."
2174,"Today robots perform surgery, explore other planets, and defuse bombs."
2175,"The Mars rovers are robots."
